Region,Month of Period End,Median Sale Price,Median Sale Price MoM ,Median Sale Price YoY ,Homes Sold,Homes Sold MoM ,Homes Sold YoY ,New Listings,New Listings MoM ,New Listings YoY ,Inventory,Inventory MoM , Inventory YoY ,Days on Market,Days on Market MoM,Days on Market YoY,Average Sale To List,Average Sale To List MoM ,Average Sale To List YoY 
"Los Angeles, CA metro area",13-Sep,$433K,-1.60%,24.20%,"6,214",-18.10%,-2.00%,"7,921",-7.90%,20.00%,"14,410",6.00%,-0.40%,20,2,-17,100.40%,-0.30%,1.30%
"Los Angeles, CA metro area",18-Feb,$595K,3.50%,10.20%,"4,357",-2.80%,-3.90%,"7,391",5.50%,11.70%,"14,343",9.10%,-4.80%,41,-6,-12,99.90%,0.40%,0.80%
"Los Angeles, CA metro area",16-Jan,$500K,-2.00%,7.50%,"4,675",-28.80%,5.70%,"7,057",61.70%,-4.50%,"14,299",9.20%,-1.90%,44,5,-6,98.90%,-0.10%,0.40%
"Los Angeles, CA metro area",13-Oct,$435K,0.50%,26.10%,"6,680",7.50%,-7.90%,"7,715",-2.60%,8.80%,"14,197",-1.50%,9.60%,23,3,-13,100.00%,-0.40%,0.80%
"Los Angeles, CA metro area",21-Jul,$820K,-1.00%,17.10%,"7,340",-4.90%,17.60%,"8,956",2.20%,5.40%,"14,183",5.90%,-11.10%,31,0,-11,103.50%,-0.20%,3.60%
"Los Angeles, CA metro area",22-Jun,$890K,-1.10%,7.50%,"6,122",1.90%,-20.60%,"8,324",4.30%,-5.00%,"14,138",14.40%,5.50%,29,2,-2,103.70%,-1.30%,0.00%
"Los Angeles, CA metro area",21-Aug,$825K,0.60%,16.20%,"7,042",-4.10%,11.70%,"8,042",-10.20%,-3.30%,"14,041",-1.00%,-13.60%,32,1,-8,103.20%,-0.30%,3.00%
"Los Angeles, CA metro area",14-May,$465K,1.50%,11.80%,"6,432",2.10%,-14.10%,"8,526",3.50%,0.00%,"13,915",3.20%,27.90%,23,-1,8,99.70%,0.20%,-1.10%
"Los Angeles, CA metro area",14-Dec,$467K,0.40%,6.40%,"6,004",17.70%,0.10%,"4,290",-21.10%,-1.90%,"13,705",-15.10%,17.60%,44,3,17,98.70%,-0.10%,-0.80%
"Los Angeles, CA metro area",21-Sep,$820K,-0.60%,12.30%,"6,979",-0.90%,3.90%,"7,710",-4.10%,-9.10%,"13,633",-2.90%,-17.20%,34,2,-5,102.60%,-0.60%,1.90%
"Los Angeles, CA metro area",20-Mar,$660K,3.90%,6.50%,"5,185",18.30%,-3.70%,"6,187",-7.20%,-20.40%,"13,630",0.20%,-26.90%,41,-7,-10,100.20%,0.60%,1.20%
"Los Angeles, CA metro area",20-Feb,$635K,0.00%,5.80%,"4,383",-3.30%,12.30%,"6,666",6.10%,4.60%,"13,602",6.20%,-25.20%,48,-10,-11,99.60%,0.40%,0.80%
"Los Angeles, CA metro area",13-Aug,$440K,2.10%,30.60%,"7,587",4.20%,-4.20%,"8,603",-6.00%,15.90%,"13,592",3.50%,-13.60%,18,2,-21,100.80%,-0.20%,1.60%
"Los Angeles, CA metro area",20-Apr,$650K,-1.50%,3.80%,"3,837",-26.00%,-36.50%,"4,379",-29.20%,-47.30%,"13,587",-0.30%,-29.50%,38,-3,-10,100.00%,-0.20%,0.80%
"Los Angeles, CA metro area",24-May,$905K,0.60%,7.50%,"4,741",6.90%,1.20%,"6,838",4.90%,18.20%,"13,579",9.50%,27.20%,35,1,1,101.30%,0.00%,0.20%
"Los Angeles, CA metro area",14-Apr,$458K,1.80%,13.40%,"6,299",14.30%,-7.30%,"8,239",0.50%,-3.70%,"13,488",1.10%,30.70%,24,-2,6,99.50%,0.00%,-1.00%
"Los Angeles, CA metro area",22-Nov,$810K,-1.80%,-1.20%,"3,709",-10.80%,-43.20%,"3,991",-24.10%,-28.30%,"13,487",-7.60%,20.20%,47,3,13,98.90%,-0.60%,-3.70%
"Los Angeles, CA metro area",21-Jun,$828K,2.20%,26.40%,"7,715",9.70%,67.00%,"8,763",5.50%,20.50%,"13,397",1.80%,-13.80%,31,0,-12,103.70%,0.30%,4.40%
"Los Angeles, CA metro area",14-Mar,$450K,4.20%,15.70%,"5,510",24.00%,-16.40%,"8,201",19.40%,8.60%,"13,343",4.40%,39.50%,26,-6,6,99.50%,0.30%,-0.70%
"Los Angeles, CA metro area",13-Nov,$430K,-1.10%,22.90%,"5,642",-15.50%,-15.50%,"5,692",-26.20%,-4.70%,"13,166",-7.30%,12.20%,26,3,-6,99.70%,-0.30%,0.40%
"Los Angeles, CA metro area",21-May,$810K,2.30%,27.60%,"7,033",-6.30%,122.80%,"8,303",-0.90%,30.20%,"13,162",2.10%,-11.80%,31,-2,-13,103.40%,0.50%,4.10%
"Los Angeles, CA metro area",18-Jan,$575K,-1.70%,6.50%,"4,482",-25.10%,-6.80%,"7,005",94.30%,5.40%,"13,149",10.00%,-11.50%,47,3,-6,99.50%,-0.20%,0.60%
"Los Angeles, CA metro area",13-Jul,$431K,-0.90%,28.70%,"7,284",4.80%,1.90%,"9,153",7.00%,19.90%,"13,127",9.50%,-25.00%,16,0,-26,101.00%,-0.20%,1.80%
"Los Angeles, CA metro area",15-Dec,$510K,2.80%,9.20%,"6,568",34.00%,9.40%,"4,365",-25.80%,1.70%,"13,096",-15.30%,-4.40%,39,1,-5,99.00%,-0.20%,0.30%
"Los Angeles, CA metro area",21-Oct,$810K,-1.20%,10.20%,"6,799",-2.60%,-2.60%,"7,234",-6.20%,-16.10%,"12,984",-4.80%,-22.20%,34,0,-3,102.50%,0.00%,1.60%
"Los Angeles, CA metro area",12-Oct,$345K,-1.00%,15.00%,"7,253",14.30%,22.80%,"7,088",7.40%,-10.50%,"12,948",-10.50%,-55.30%,36,-1,-28,99.20%,0.10%,1.30%
"Los Angeles, CA metro area",21-Apr,$792K,2.10%,21.80%,"7,507",5.40%,95.60%,"8,382",-2.20%,91.40%,"12,888",1.80%,-5.10%,33,-2,-5,102.90%,0.90%,2.90%
"Los Angeles, CA metro area",20-Jan,$635K,-2.20%,7.40%,"4,532",-21.10%,18.30%,"6,281",89.50%,-8.50%,"12,807",5.40%,-26.30%,58,5,-1,99.20%,-0.10%,0.70%
"Los Angeles, CA metro area",14-Feb,$432K,1.60%,20.00%,"4,442",-7.20%,-14.30%,"6,867",-5.90%,0.40%,"12,778",1.60%,30.30%,32,-1,7,99.20%,0.00%,-0.50%
"Los Angeles, CA metro area",21-Mar,$775K,4.00%,17.40%,"7,123",41.40%,37.40%,"8,572",22.00%,38.50%,"12,659",1.30%,-7.10%,35,-6,-6,102.00%,1.00%,1.80%
"Los Angeles, CA metro area",25-Jan,$885K,-2.20%,5.20%,"3,037",-26.60%,-0.70%,"6,020",102.80%,21.20%,"12,593",5.30%,20.80%,60,9,10,99.40%,-0.20%,-0.30%
"Los Angeles, CA metro area",14-Jan,$425K,-3.20%,25.00%,"4,788",-20.20%,-12.60%,"7,299",66.80%,5.10%,"12,576",7.90%,26.10%,33,6,2,99.20%,-0.30%,-0.20%
"Los Angeles, CA metro area",21-Feb,$745K,3.30%,17.30%,"5,039",-2.90%,15.00%,"7,024",10.80%,5.40%,"12,497",1.10%,-8.10%,41,-2,-7,101.10%,0.30%,1.40%
"Los Angeles, CA metro area",20-Dec,$730K,1.70%,12.50%,"7,163",16.70%,24.70%,"4,747",-21.60%,43.20%,"12,467",-18.60%,2.60%,40,2,-13,100.90%,-0.10%,1.60%
"Los Angeles, CA metro area",24-Apr,$900K,2.70%,8.60%,"4,433",8.90%,12.60%,"6,519",19.30%,29.80%,"12,397",10.50%,19.10%,34,-3,-4,101.30%,0.40%,0.80%
"Los Angeles, CA metro area",21-Jan,$722K,-1.20%,13.60%,"5,191",-27.50%,14.50%,"6,342",33.60%,1.00%,"12,362",-0.80%,-3.50%,43,3,-15,100.80%,-0.10%,1.60%
"Los Angeles, CA metro area",22-May,$900K,0.00%,11.10%,"6,009",-5.40%,-14.60%,"7,982",2.00%,-3.90%,"12,361",11.60%,-6.10%,27,0,-4,105.00%,-0.30%,1.60%
"Los Angeles, CA metro area",19-Dec,$649K,1.60%,8.20%,"5,744",4.20%,17.50%,"3,315",-33.00%,-4.90%,"12,147",-23.30%,-24.60%,53,5,2,99.30%,-0.30%,0.40%
"Los Angeles, CA metro area",23-Oct,$880K,1.10%,6.70%,"3,922",0.60%,-5.60%,"5,334",2.60%,1.40%,"12,099",3.20%,-17.10%,37,1,-7,100.70%,-0.30%,1.20%
"Los Angeles, CA metro area",13-Jun,$435K,4.60%,31.80%,"6,953",-7.10%,-8.80%,"8,553",0.30%,8.00%,"11,990",10.20%,-35.60%,16,1,-27,101.20%,0.40%,2.40%
"Los Angeles, CA metro area",24-Dec,$905K,0.70%,6.50%,"4,137",6.80%,16.50%,"2,968",-27.90%,12.30%,"11,955",-17.00%,23.60%,51,4,9,99.60%,-0.40%,-0.50%
"Los Angeles, CA metro area",17-Dec,$585K,-0.50%,9.30%,"5,986",0.10%,-5.50%,"3,605",-36.00%,-6.80%,"11,955",-18.10%,-17.50%,44,3,-5,99.70%,-0.20%,0.70%
"Los Angeles, CA metro area",12-Nov,$350K,1.40%,12.90%,"6,677",-7.90%,14.00%,"5,972",-15.70%,-12.50%,"11,731",-9.40%,-57.40%,32,-4,-33,99.40%,0.10%,1.70%
"Los Angeles, CA metro area",23-Sep,$870K,0.00%,3.60%,"3,899",-16.20%,-19.20%,"5,199",-4.20%,-10.10%,"11,723",3.70%,-21.90%,36,2,-7,101.00%,-0.60%,1.40%
"Los Angeles, CA metro area",13-Dec,$439K,2.10%,24.40%,"6,000",6.30%,-18.80%,"4,375",-23.10%,2.50%,"11,658",-11.50%,18.20%,27,1,-4,99.50%,-0.20%,0.30%
"Los Angeles, CA metro area",23-Nov,$875K,-0.60%,8.00%,"3,519",-10.30%,-5.10%,"4,239",-20.50%,6.20%,"11,552",-4.50%,-14.30%,38,1,-9,100.50%,-0.20%,1.60%
"Los Angeles, CA metro area",23-Jul,$860K,0.00%,-0.10%,"4,101",-15.60%,-17.40%,"5,407",-7.10%,-24.80%,"11,302",3.80%,-26.20%,32,-2,-2,101.70%,0.30%,-0.20%
"Los Angeles, CA metro area",23-Aug,$870K,1.20%,3.00%,"4,655",13.50%,-8.90%,"5,427",0.40%,-16.60%,"11,301",0.00%,-25.60%,34,2,-4,101.60%,-0.10%,1.20%
"Los Angeles, CA metro area",21-Nov,$820K,1.20%,14.20%,"6,530",-4.00%,6.40%,"5,569",-23.00%,-8.00%,"11,221",-13.60%,-26.80%,34,0,-4,102.50%,0.00%,1.50%
"Los Angeles, CA metro area",24-Mar,$877K,0.20%,6.90%,"4,069",23.30%,-9.10%,"5,464",8.80%,3.90%,"11,219",2.90%,7.00%,37,-6,-7,100.90%,0.40%,1.20%
"Los Angeles, CA metro area",22-Dec,$798K,-1.50%,-5.00%,"3,611",-2.60%,-47.20%,"2,531",-36.60%,-34.90%,"11,076",-17.90%,30.70%,51,4,15,98.50%,-0.40%,-3.90%
"Los Angeles, CA metro area",22-Apr,$900K,2.90%,13.70%,"6,355",-3.70%,-15.30%,"7,822",-0.30%,-6.70%,"11,075",9.50%,-14.10%,27,-1,-6,105.30%,0.50%,2.40%
"Los Angeles, CA metro area",23-Jan,$799K,0.10%,-3.20%,"2,849",-21.10%,-40.90%,"4,166",64.60%,-29.30%,"11,026",-0.50%,24.30%,60,9,21,98.40%,-0.10%,-3.90%
"Los Angeles, CA metro area",24-Feb,$875K,4.00%,10.10%,"3,299",7.80%,7.60%,"5,021",1.10%,18.70%,"10,903",4.60%,1.30%,43,-7,-14,100.50%,0.80%,1.70%
"Los Angeles, CA metro area",23-Jun,$860K,2.20%,-3.30%,"4,858",3.70%,-20.60%,"5,820",0.60%,-30.10%,"10,887",2.00%,-23.00%,34,0,5,101.40%,0.30%,-2.30%
"Los Angeles, CA metro area",13-May,$416K,3.00%,30.00%,"7,484",10.20%,1.50%,"8,526",-0.30%,1.60%,"10,883",5.50%,-45.00%,15,-3,-35,100.90%,0.40%,2.40%
"Los Angeles, CA metro area",23-Feb,$795K,-0.60%,-5.40%,"3,067",7.70%,-34.50%,"4,231",1.60%,-36.30%,"10,761",-2.40%,12.00%,57,-3,25,98.80%,0.40%,-4.70%
"Los Angeles, CA metro area",23-May,$842K,1.60%,-6.50%,"4,686",19.10%,-22.00%,"5,787",15.20%,-27.50%,"10,673",2.60%,-13.70%,34,-4,7,101.10%,0.60%,-4.00%
"Los Angeles, CA metro area",23-Mar,$820K,3.20%,-6.30%,"4,477",46.00%,-32.10%,"5,260",24.30%,-32.90%,"10,484",-2.60%,3.60%,44,-13,16,99.70%,0.90%,-5.10%
"Los Angeles, CA metro area",24-Jan,$842K,-1.00%,5.30%,"3,059",-13.90%,7.40%,"4,965",87.90%,19.20%,"10,428",7.80%,-5.40%,50,8,-10,99.70%,-0.40%,1.30%
"Los Angeles, CA metro area",23-Apr,$829K,1.10%,-7.90%,"3,936",-12.10%,-38.10%,"5,022",-4.50%,-35.80%,"10,405",-0.80%,-6.00%,38,-6,11,100.50%,0.80%,-4.80%
"Los Angeles, CA metro area",13-Apr,$404K,3.90%,28.30%,"6,794",3.10%,2.30%,"8,552",13.30%,7.00%,"10,317",7.80%,-51.40%,18,-2,-38,100.50%,0.30%,2.40%
"Los Angeles, CA metro area",22-Mar,$875K,4.20%,12.90%,"6,598",40.80%,-7.40%,"7,843",18.10%,-8.50%,"10,118",5.30%,-20.10%,28,-4,-7,104.80%,1.30%,2.80%
"Los Angeles, CA metro area",13-Jan,$340K,-3.70%,17.20%,"5,480",-25.80%,8.70%,"6,943",62.60%,-16.70%,"9,970",1.10%,-60.00%,31,0,-39,99.40%,0.20%,1.70%
"Los Angeles, CA metro area",12-Dec,$353K,0.90%,14.20%,"7,385",10.60%,14.20%,"4,270",-28.50%,-22.50%,"9,864",-15.90%,-60.50%,31,-1,-36,99.20%,-0.20%,1.60%
"Los Angeles, CA metro area",13-Feb,$360K,5.90%,20.00%,"5,184",-5.40%,-1.50%,"6,837",-1.50%,-16.30%,"9,804",-1.70%,-59.10%,25,-6,-43,99.60%,0.20%,2.00%
"Los Angeles, CA metro area",23-Dec,$850K,-2.90%,6.50%,"3,552",0.90%,-1.60%,"2,642",-37.70%,4.40%,"9,673",-16.30%,-12.70%,42,4,-9,100.10%,-0.40%,1.60%
"Los Angeles, CA metro area",22-Feb,$840K,1.80%,12.80%,"4,685",-2.80%,-7.00%,"6,640",12.70%,-5.50%,"9,607",8.30%,-23.10%,32,-7,-9,103.50%,1.20%,2.40%
"Los Angeles, CA metro area",13-Mar,$389K,8.10%,25.50%,"6,590",27.10%,-3.10%,"7,549",10.40%,-10.90%,"9,568",-2.40%,-57.20%,20,-5,-45,100.20%,0.60%,2.30%
"Los Angeles, CA metro area",22-Jan,$825K,-1.80%,14.30%,"4,822",-29.50%,-7.10%,"5,894",51.60%,-7.10%,"8,874",4.70%,-28.20%,39,3,-4,102.30%,-0.20%,1.50%
"Los Angeles, CA metro area",21-Dec,$840K,2.40%,15.10%,"6,839",4.70%,-4.50%,"3,889",-30.20%,-18.10%,"8,477",-24.50%,-32.00%,36,2,-4,102.40%,-0.10%,1.50%
"Philadelphia, PA metro area",12-Apr,$153K,10.70%,11.10%,"1,352",2.00%,5.30%,"2,661",-9.40%,-7.70%,"10,746",1.20%,-10.70%,74,-20,-18,94.20%,1.00%,0.80%
"Philadelphia, PA metro area",12-May,$167K,9.00%,8.80%,"1,646",21.70%,11.30%,"2,583",-2.90%,-0.30%,"10,715",-0.30%,-12.60%,64,-10,-8,94.50%,0.30%,0.10%
"Philadelphia, PA metro area",12-Mar,$138K,2.20%,-3.30%,"1,326",33.50%,9.20%,"2,937",21.30%,-6.00%,"10,620",0.60%,-8.40%,94,1,-9,93.30%,1.20%,-0.10%
"Philadelphia, PA metro area",12-Feb,$135K,0.80%,0.00%,993,2.00%,14.10%,"2,421",15.00%,9.60%,"10,553",2.60%,-5.40%,93,5,4,92.00%,-0.40%,-1.00%
"Philadelphia, PA metro area",14-Sep,$150K,-12.80%,-3.80%,"1,637",-10.50%,3.50%,"2,727",15.10%,8.60%,"10,527",2.10%,7.00%,53,9,-3,94.70%,-0.50%,-0.20%
"Philadelphia, PA metro area",12-Jun,$175K,5.10%,5.30%,"1,669",1.40%,5.70%,"2,344",-9.30%,-9.30%,"10,489",-2.10%,-14.90%,54,-10,-6,94.80%,0.20%,0.70%
"Philadelphia, PA metro area",14-Oct,$150K,0.00%,0.00%,"1,703",4.00%,11.00%,"2,568",-5.80%,7.30%,"10,414",-1.10%,8.10%,59,6,2,94.70%,0.00%,0.30%
"Philadelphia, PA metro area",14-Jul,$170K,-2.90%,-2.90%,"1,927",-6.90%,3.10%,"2,676",-6.80%,1.90%,"10,413",3.50%,6.10%,35,1,-11,95.30%,-0.30%,0.20%
"Philadelphia, PA metro area",12-Sep,$150K,-9.20%,-0.70%,"1,303",-21.60%,3.50%,"2,316",-0.10%,6.40%,"10,364",1.50%,-12.00%,72,4,-12,93.80%,-0.60%,0.00%
"Philadelphia, PA metro area",14-Aug,$172K,1.20%,1.20%,"1,829",-5.10%,-1.20%,"2,370",-11.40%,4.30%,"10,314",-1.00%,6.90%,44,9,-8,95.30%,-0.10%,0.10%
"Philadelphia, PA metro area",12-Jan,$134K,-4.40%,-5.70%,974,-24.60%,9.70%,"2,105",69.90%,11.80%,"10,289",1.70%,-5.50%,88,4,9,92.40%,-0.70%,-1.20%
"Philadelphia, PA metro area",12-Jul,$170K,-2.90%,4.90%,"1,563",-6.40%,12.10%,"2,294",-2.10%,5.40%,"10,268",-2.10%,-16.10%,59,5,-8,94.40%,-0.40%,0.20%
"Philadelphia, PA metro area",12-Aug,$165K,-2.90%,6.50%,"1,661",6.30%,18.90%,"2,319",1.10%,13.20%,"10,208",-0.60%,-14.50%,68,9,-1,94.40%,0.00%,0.20%
"Philadelphia, PA metro area",15-Jun,$189K,12.00%,8.00%,"2,498",26.50%,20.70%,"3,001",-7.10%,4.50%,"10,121",0.30%,0.60%,40,-5,6,96.00%,0.20%,0.40%
"Philadelphia, PA metro area",12-Oct,$150K,0.10%,11.90%,"1,264",-3.00%,15.30%,"2,186",-5.60%,4.70%,"10,094",-2.60%,-12.70%,66,-6,-17,94.00%,0.20%,1.10%
"Philadelphia, PA metro area",15-May,$169K,5.50%,2.30%,"1,974",10.80%,7.90%,"3,232",-8.40%,0.90%,"10,089",2.50%,6.00%,45,-22,4,95.80%,0.70%,0.50%
"Philadelphia, PA metro area",14-Jun,$175K,6.10%,-5.40%,"2,069",13.10%,2.80%,"2,872",-10.30%,16.50%,"10,065",5.70%,3.30%,34,-7,-9,95.60%,0.40%,0.10%
"Philadelphia, PA metro area",15-Jul,$180K,-4.80%,5.90%,"2,295",-8.10%,19.10%,"2,715",-9.50%,1.50%,"10,035",-0.80%,-3.60%,44,4,9,95.90%,-0.10%,0.60%
"Philadelphia, PA metro area",15-Sep,$159K,-7.80%,6.00%,"1,782",-10.00%,8.90%,"2,601",1.80%,-4.60%,"9,927",0.50%,-5.70%,56,6,3,95.40%,-0.50%,0.70%
"Philadelphia, PA metro area",14-Nov,$152K,1.20%,-0.20%,"1,447",-15.00%,5.70%,"1,774",-30.90%,-0.20%,"9,904",-4.90%,7.50%,55,-4,-2,94.70%,0.00%,0.40%
"Philadelphia, PA metro area",15-Aug,$173K,-4.10%,0.30%,"1,981",-13.70%,8.30%,"2,554",-5.90%,7.80%,"9,875",-1.60%,-4.30%,50,6,6,95.90%,0.00%,0.60%
"Philadelphia, PA metro area",15-Apr,$160K,5.00%,6.70%,"1,782",14.50%,16.90%,"3,529",14.70%,1.10%,"9,844",6.00%,7.70%,67,-16,3,95.10%,0.50%,0.50%
"Philadelphia, PA metro area",13-Sep,$156K,-8.20%,4.10%,"1,581",-14.60%,21.30%,"2,511",10.50%,8.40%,"9,839",1.90%,-5.10%,56,4,-16,94.90%,-0.20%,1.20%
"Philadelphia, PA metro area",13-Jul,$175K,-5.40%,2.90%,"1,869",-7.20%,19.60%,"2,626",6.50%,14.50%,"9,810",0.70%,-4.50%,46,3,-13,95.20%,-0.40%,0.80%
"Philadelphia, PA metro area",13-May,$170K,16.40%,2.10%,"1,988",20.80%,20.80%,"2,885",-9.80%,11.70%,"9,753",2.60%,-9.00%,46,-10,-18,95.20%,0.50%,0.70%
"Philadelphia, PA metro area",13-Jun,$185K,8.80%,5.70%,"2,013",1.30%,20.60%,"2,466",-14.50%,5.20%,"9,741",-0.10%,-7.10%,43,-3,-11,95.60%,0.30%,0.80%
"Philadelphia, PA metro area",15-Oct,$164K,3.10%,9.30%,"1,909",7.10%,12.10%,"2,510",-3.50%,-2.30%,"9,701",-2.30%,-6.80%,60,4,1,95.10%,-0.40%,0.40%
"Philadelphia, PA metro area",13-Aug,$170K,-2.90%,3.00%,"1,851",-1.00%,11.40%,"2,272",-13.50%,-2.00%,"9,652",-1.60%,-5.40%,52,6,-16,95.20%,0.00%,0.80%
"Philadelphia, PA metro area",13-Oct,$150K,-3.80%,0.00%,"1,534",-3.00%,21.40%,"2,393",-4.70%,9.50%,"9,636",-2.10%,-4.50%,57,1,-9,94.40%,-0.50%,0.50%
"Philadelphia, PA metro area",12-Nov,$150K,0.00%,5.60%,"1,431",13.20%,26.70%,"1,625",-25.70%,-6.60%,"9,593",-5.00%,-14.30%,69,3,-20,93.60%,-0.40%,0.70%
"Philadelphia, PA metro area",14-May,$165K,10.10%,-2.90%,"1,829",20.00%,-8.00%,"3,203",-8.20%,11.00%,"9,518",4.10%,-2.40%,41,-23,-5,95.30%,0.70%,0.00%
"Philadelphia, PA metro area",13-Apr,$146K,-5.80%,-4.40%,"1,646",17.40%,21.70%,"3,199",10.30%,20.20%,"9,508",5.50%,-11.50%,56,-24,-18,94.80%,0.50%,0.50%
"Philadelphia, PA metro area",15-Nov,$150K,-8.50%,-1.20%,"1,497",-21.60%,3.50%,"2,151",-14.30%,21.30%,"9,292",-4.20%,-6.20%,55,-5,0,95.10%,0.00%,0.40%
"Philadelphia, PA metro area",15-Mar,$152K,13.00%,1.90%,"1,556",25.50%,17.90%,"3,076",37.90%,2.00%,"9,289",4.60%,6.60%,83,2,1,94.60%,0.10%,0.40%
"Philadelphia, PA metro area",13-Nov,$152K,1.30%,1.30%,"1,369",-10.80%,-4.30%,"1,777",-25.70%,9.40%,"9,214",-4.40%,-4.00%,57,0,-12,94.30%,-0.10%,0.70%
"Philadelphia, PA metro area",14-Apr,$150K,0.30%,2.70%,"1,524",15.50%,-7.40%,"3,491",15.80%,9.10%,"9,144",4.90%,-3.80%,64,-18,8,94.60%,0.40%,-0.20%
"Philadelphia, PA metro area",13-Mar,$155K,10.80%,12.30%,"1,402",22.10%,5.70%,"2,900",23.50%,-1.30%,"9,011",2.20%,-15.20%,80,-8,-14,94.30%,0.80%,1.00%
"Philadelphia, PA metro area",14-Dec,$150K,-1.20%,-0.90%,"1,735",19.90%,14.70%,"1,471",-17.10%,17.00%,"8,937",-9.80%,8.10%,67,12,1,94.90%,0.20%,0.60%
"Philadelphia, PA metro area",15-Feb,$135K,-7.10%,-6.10%,"1,240",-0.20%,26.40%,"2,230",6.20%,13.30%,"8,884",0.20%,8.30%,81,9,4,94.50%,-0.10%,0.70%
"Philadelphia, PA metro area",15-Jan,$145K,-3.30%,-1.70%,"1,243",-28.40%,7.80%,"2,099",42.70%,7.00%,"8,868",-0.80%,8.50%,72,5,9,94.70%,-0.20%,0.80%
"Philadelphia, PA metro area",13-Feb,$140K,2.60%,3.60%,"1,148",-4.20%,15.60%,"2,348",2.30%,-3.00%,"8,818",1.60%,-16.40%,88,11,-5,93.40%,-0.10%,1.40%
"Philadelphia, PA metro area",16-Mar,$160K,7.80%,5.10%,"1,767",20.60%,13.60%,"3,451",35.60%,12.20%,"8,792",5.20%,-5.40%,69,-2,-14,95.40%,0.50%,0.80%
"Philadelphia, PA metro area",16-Apr,$171K,6.90%,6.90%,"2,007",13.60%,12.60%,"3,241",-6.10%,-8.20%,"8,764",-0.30%,-11.00%,52,-17,-15,96.20%,0.80%,1.00%
"Philadelphia, PA metro area",16-May,$190K,11.10%,12.60%,"2,271",13.20%,15.00%,"3,093",-4.60%,-4.30%,"8,717",-0.50%,-13.60%,41,-11,-4,96.30%,0.20%,0.50%
"Philadelphia, PA metro area",14-Mar,$149K,4.10%,-3.50%,"1,320",34.60%,-5.80%,"3,015",53.10%,4.00%,"8,717",6.30%,-3.30%,82,5,2,94.20%,0.40%,0.00%
"Philadelphia, PA metro area",16-Jun,$195K,2.60%,3.20%,"2,867",26.20%,14.80%,"2,954",-4.50%,-1.60%,"8,694",-0.30%,-14.10%,40,-1,0,97.00%,0.70%,1.00%
"Philadelphia, PA metro area",13-Jan,$136K,-10.30%,1.90%,"1,198",-16.90%,23.00%,"2,296",89.00%,9.10%,"8,682",0.60%,-15.60%,77,8,-11,93.50%,-0.40%,1.10%
"Philadelphia, PA metro area",16-Jul,$185K,-5.10%,2.80%,"2,290",-20.10%,-0.20%,"2,482",-16.00%,-8.60%,"8,646",-0.60%,-13.80%,36,-4,-8,96.60%,-0.50%,0.70%
"Philadelphia, PA metro area",12-Dec,$152K,1.30%,8.60%,"1,441",0.70%,11.50%,"1,215",-25.20%,-1.90%,"8,634",-10.00%,-14.70%,69,0,-15,93.90%,0.30%,0.80%
"Philadelphia, PA metro area",15-Dec,$160K,6.70%,6.70%,"1,938",29.50%,11.70%,"1,568",-27.10%,6.60%,"8,363",-10.00%,-6.40%,58,3,-9,95.20%,0.20%,0.30%
"Philadelphia, PA metro area",16-Feb,$148K,-2.70%,10.20%,"1,465",-1.00%,18.10%,"2,545",22.20%,14.10%,"8,354",1.30%,-6.00%,71,2,-10,94.80%,-0.20%,0.30%
"Philadelphia, PA metro area",16-Sep,$172K,-5.00%,8.20%,"2,036",-14.10%,14.30%,"2,645",4.20%,1.70%,"8,298",1.90%,-16.40%,48,4,-8,96.40%,-0.20%,1.00%
"Philadelphia, PA metro area",13-Dec,$151K,-0.40%,-0.40%,"1,512",10.40%,4.90%,"1,257",-29.30%,3.50%,"8,267",-10.30%,-4.30%,66,9,-3,94.30%,0.00%,0.40%
"Philadelphia, PA metro area",16-Oct,$169K,-1.90%,2.90%,"1,878",-7.80%,-1.60%,"2,507",-5.20%,-0.10%,"8,262",-0.40%,-14.80%,47,-1,-13,96.20%,-0.30%,1.10%
"Philadelphia, PA metro area",16-Jan,$153K,-4.70%,5.20%,"1,480",-23.60%,19.10%,"2,082",32.80%,-0.80%,"8,250",-1.40%,-7.00%,69,11,-3,95.00%,-0.20%,0.40%
"Philadelphia, PA metro area",14-Feb,$144K,-2.70%,2.60%,981,-14.90%,-14.50%,"1,969",0.40%,-16.10%,"8,204",0.40%,-7.00%,77,14,-11,93.90%,0.00%,0.40%
"Philadelphia, PA metro area",14-Jan,$148K,-2.60%,8.10%,"1,153",-23.70%,-3.80%,"1,962",56.10%,-14.50%,"8,175",-1.10%,-5.80%,63,-3,-14,93.90%,-0.40%,0.40%
"Philadelphia, PA metro area",16-Aug,$181K,-2.20%,4.90%,"2,370",3.50%,19.60%,"2,539",2.30%,-0.60%,"8,147",-5.80%,-17.50%,44,8,-6,96.60%,0.10%,0.80%
"Philadelphia, PA metro area",17-Jun,$213K,6.60%,9.20%,"3,006",16.60%,4.80%,"3,068",-5.50%,3.90%,"7,861",0.70%,-9.60%,34,-1,-6,97.20%,0.00%,0.20%
"Philadelphia, PA metro area",17-Apr,$190K,8.50%,11.10%,"2,092",0.80%,4.20%,"3,256",-3.60%,0.50%,"7,816",4.20%,-10.80%,42,-10,-10,96.60%,0.60%,0.50%
